species_name,species_name_canonical,species_role,sdm_needed_for_disease,sdm_available,sdm_species,run_status,run_priority,occurrence_method,gbif_occurrence_method,start_year,end_year,min_points,disease_count,disease_names,pilot_include_disease_names,analysis_unit_ids,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,has_pilot_disease,has_pilot_include_disease,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation,first_pass_eligible,eligibility_status,eligibility_reasons,taxonomy_review_needed,taxonomy_review_reason,taxonomy_override_applied,taxonomy_override_notes,existing_model_path,occurrence_status,occurrence_rows_raw,occurrence_rows_clean,passes_min_points,gbif_occurrence_path,local_occurrence_path,combined_occurrence_path,model_status,model_output_path,synonym_review_status,synonym_notes,notes
Barbastella barbastellus,Barbastella barbastellus,host,yes,FALSE,Barbastella barbastellus,occurrences_ready,119,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,97232,97030,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Barbastella_barbastellus/gbif-download/cleaned/Barbastella_barbastellus_cleaned.csv,,,not_run,,not_audited,,
Myotis blythii,Myotis blythii,host,yes,FALSE,Myotis blythii,occurrences_ready,120,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,5803,5662,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Myotis_blythii/gbif-download/cleaned/Myotis_blythii_cleaned.csv,,,not_run,,not_audited,,
Hemiechinus auritus,Hemiechinus auritus,host,yes,FALSE,Hemiechinus auritus,occurrences_ready,121,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Eulipotyphla,Erinaceidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1294,1156,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Hemiechinus_auritus/gbif-download/cleaned/Hemiechinus_auritus_cleaned.csv,,,not_run,,not_audited,,
Crocidura olivieri,Crocidura olivieri,host,yes,FALSE,Crocidura olivieri,occurrences_ready,122,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Eulipotyphla,Soricidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1064,1058,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Crocidura_olivieri/gbif-download/cleaned/Crocidura_olivieri_cleaned.csv,,,not_run,,not_audited,,
Talpa romana,Talpa romana,host,yes,FALSE,Talpa romana,occurrences_ready,123,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Eulipotyphla,Talpidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,10,10,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Talpa_romana/gbif-download/cleaned/Talpa_romana_cleaned.csv,,,not_run,,not_audited,,
Lepus capensis,Lepus capensis,host,yes,FALSE,Lepus capensis,occurrences_ready,124,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Lagomorpha,Leporidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,31121,30672,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lepus_capensis/gbif-download/cleaned/Lepus_capensis_cleaned.csv,,,not_run,,not_audited,,
Lepus saxatilis,Lepus saxatilis,host,yes,FALSE,Lepus saxatilis,pending,125,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Lagomorpha,Leporidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Rhinoceros unicornis,Rhinoceros unicornis,host,yes,FALSE,Rhinoceros unicornis,occurrences_ready,126,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1276,1275,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Rhinoceros_unicornis/gbif-download/cleaned/Rhinoceros_unicornis_cleaned.csv,,,not_run,,not_audited,,
Tamandua tetradactyla,Tamandua tetradactyla,host,yes,FALSE,Tamandua tetradactyla,occurrences_ready,127,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Pilosa,Myrmecophagidae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2879,2842,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tamandua_tetradactyla/gbif-download/cleaned/Tamandua_tetradactyla_cleaned.csv,,,not_run,,not_audited,,
Saimiri oerstedii,Saimiri oerstedii,host,yes,FALSE,Saimiri oerstedii,occurrences_ready,128,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cebidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2209,1272,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Saimiri_oerstedii/gbif-download/cleaned/Saimiri_oerstedii_cleaned.csv,,,not_run,,not_audited,,
Chlorocebus pygerythrus,Chlorocebus pygerythrus,host,yes,FALSE,Chlorocebus pygerythrus,occurrences_ready,129,gbif-download,gbif-download,2000,2026,20,1,Chikungunya fever,Chikungunya fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,12108,11078,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Chlorocebus_pygerythrus/gbif-download/cleaned/Chlorocebus_pygerythrus_cleaned.csv,,,not_run,,not_audited,,
Lophocebus albigena,Lophocebus albigena,host,yes,FALSE,Lophocebus albigena,occurrences_ready,130,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,350,347,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lophocebus_albigena/gbif-download/cleaned/Lophocebus_albigena_cleaned.csv,,,not_run,,not_audited,,
Papio anubis,Papio anubis,host,yes,FALSE,Papio anubis,occurrences_ready,131,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,7610,7502,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Papio_anubis/gbif-download/cleaned/Papio_anubis_cleaned.csv,,,not_run,,not_audited,,
Euoticus elegantulus,Euoticus elegantulus,host,yes,FALSE,Euoticus elegantulus,occurrences_ready,132,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Galagidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,16,16,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Euoticus_elegantulus/gbif-download/cleaned/Euoticus_elegantulus_cleaned.csv,,,not_run,,not_audited,,
Galagoides demidoff,Galagoides demidoff,host,yes,FALSE,Galagoides demidoff,occurrences_ready,133,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Galagidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,60,58,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Galagoides_demidoff/gbif-download/cleaned/Galagoides_demidoff_cleaned.csv,,,not_run,,not_audited,,
Otolemur crassicaudatus,Otolemur crassicaudatus,host,yes,FALSE,Otolemur crassicaudatus,occurrences_ready,134,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Galagidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,579,553,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Otolemur_crassicaudatus/gbif-download/cleaned/Otolemur_crassicaudatus_cleaned.csv,,,not_run,,not_audited,,
Propithecus coquereli,Propithecus coquereli,host,yes,FALSE,Propithecus coquereli,occurrences_ready,135,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Indriidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,253,228,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Propithecus_coquereli/gbif-download/cleaned/Propithecus_coquereli_cleaned.csv,,,not_run,,not_audited,,
Propithecus verreauxi,Propithecus verreauxi,host,yes,FALSE,Propithecus verreauxi,occurrences_ready,136,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Indriidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,604,593,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Propithecus_verreauxi/gbif-download/cleaned/Propithecus_verreauxi_cleaned.csv,,,not_run,,not_audited,,
Lepilemur edwardsi,Lepilemur edwardsi,host,yes,FALSE,Lepilemur edwardsi,occurrences_ready,137,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Lepilemuridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,56,49,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lepilemur_edwardsi/gbif-download/cleaned/Lepilemur_edwardsi_cleaned.csv,,,not_run,,not_audited,,
Lepilemur mustelinus,Lepilemur mustelinus,host,yes,FALSE,Lepilemur mustelinus,occurrences_ready,138,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Lepilemuridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,20,18,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lepilemur_mustelinus/gbif-download/cleaned/Lepilemur_mustelinus_cleaned.csv,,,not_run,,not_audited,,
Perodicticus potto,Perodicticus potto,host,yes,FALSE,Perodicticus potto,occurrences_ready,139,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Lorisidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,97,91,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Perodicticus_potto/gbif-download/cleaned/Perodicticus_potto_cleaned.csv,,,not_run,,not_audited,,
Pithecia pithecia,Pithecia pithecia,host,yes,FALSE,Pithecia pithecia,occurrences_ready,140,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Pitheciidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,471,452,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pithecia_pithecia/gbif-download/cleaned/Pithecia_pithecia_cleaned.csv,,,not_run,,not_audited,,
Alticola argentatus,Alticola argentatus,host,yes,FALSE,Alticola argentatus,occurrences_ready,141,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,20,20,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Alticola_argentatus/gbif-download/cleaned/Alticola_argentatus_cleaned.csv,,,not_run,,not_audited,,
Microtus californicus,Microtus californicus,host,yes,FALSE,Microtus californicus,occurrences_ready,142,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,5,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2727,2258,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Microtus_californicus/gbif-download/cleaned/Microtus_californicus_cleaned.csv,,,not_run,,not_audited,,
Microtus guentheri,Microtus guentheri,host,yes,FALSE,Microtus guentheri,occurrences_ready,143,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,158,153,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Microtus_guentheri/gbif-download/cleaned/Microtus_guentheri_cleaned.csv,,,not_run,,not_audited,,
Microtus ilaeus,Microtus ilaeus,host,yes,FALSE,Microtus ilaeus,occurrences_ready,144,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,25,20,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Microtus_ilaeus/gbif-download/cleaned/Microtus_ilaeus_cleaned.csv,,,not_run,,not_audited,,
Microtus ochrogaster,Microtus ochrogaster,host,yes,FALSE,Microtus ochrogaster,occurrences_ready,145,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2119,1786,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Microtus_ochrogaster/gbif-download/cleaned/Microtus_ochrogaster_cleaned.csv,,,not_run,,not_audited,,
Neotoma albigula,Neotoma albigula,host,yes,FALSE,Neotoma albigula,occurrences_ready,146,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2513,2447,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Neotoma_albigula/gbif-download/cleaned/Neotoma_albigula_cleaned.csv,,,not_run,,not_audited,,
Neotoma fuscipes,Neotoma fuscipes,host,yes,FALSE,Neotoma fuscipes,occurrences_ready,147,gbif-download,gbif-download,2000,2026,20,1,Plague,Plague,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1897,1592,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Neotoma_fuscipes/gbif-download/cleaned/Neotoma_fuscipes_cleaned.csv,,,not_run,,not_audited,,
Neotoma micropus,Neotoma micropus,host,yes,FALSE,Neotoma micropus,occurrences_ready,148,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,752,751,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Neotoma_micropus/gbif-download/cleaned/Neotoma_micropus_cleaned.csv,,,not_run,,not_audited,,
Peromyscus difficilis,Peromyscus difficilis,host,yes,FALSE,Peromyscus difficilis,occurrences_ready,149,gbif-download,gbif-download,2000,2026,20,1,Hemorrhagic fever with renal syndrome (Hantaan virus),Hemorrhagic fever with renal syndrome (Hantaan virus),,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1770,1770,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Peromyscus_difficilis/gbif-download/cleaned/Peromyscus_difficilis_cleaned.csv,,,not_run,,not_audited,,
Ctenodactylus gundi,Ctenodactylus gundi,host,yes,FALSE,Ctenodactylus gundi,occurrences_ready,150,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Ctenodactylidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,54,53,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Ctenodactylus_gundi/gbif-download/cleaned/Ctenodactylus_gundi_cleaned.csv,,,not_run,,not_audited,,
Zapus hudsonius,Zapus hudsonius,host,yes,FALSE,Zapus hudsonius,occurrences_ready,151,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Dipodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3435,3360,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Zapus_hudsonius/gbif-download/cleaned/Zapus_hudsonius_cleaned.csv,,,not_run,,not_audited,,
Chaetodipus hispidus,Chaetodipus hispidus,host,yes,FALSE,Chaetodipus hispidus,occurrences_ready,152,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Heteromyidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2785,2641,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Chaetodipus_hispidus/gbif-download/cleaned/Chaetodipus_hispidus_cleaned.csv,,,not_run,,not_audited,,
Hystrix africaeaustralis,Hystrix africaeaustralis,host,yes,FALSE,Hystrix africaeaustralis,occurrences_ready,153,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Hystricidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4786,4612,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Hystrix_africaeaustralis/gbif-download/cleaned/Hystrix_africaeaustralis_cleaned.csv,,,not_run,,not_audited,,
Acomys dimidiatus,Acomys dimidiatus,host,yes,FALSE,Acomys dimidiatus,occurrences_ready,154,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,717,676,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Acomys_dimidiatus/gbif-download/cleaned/Acomys_dimidiatus_cleaned.csv,,,not_run,,not_audited,,
Aethomys kaiseri,Aethomys kaiseri,host,yes,FALSE,Aethomys kaiseri,occurrences_ready,155,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,38,35,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Aethomys_kaiseri/gbif-download/cleaned/Aethomys_kaiseri_cleaned.csv,,,not_run,,not_audited,,
Apodemus pallipes,Apodemus pallipes,host,yes,FALSE,Apodemus pallipes,occurrences_ready,156,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,11,11,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Apodemus_pallipes/gbif-download/cleaned/Apodemus_pallipes_cleaned.csv,,,not_run,,not_audited,,
Bandicota savilei,Bandicota savilei,host,yes,FALSE,Bandicota savilei,occurrences_ready,157,gbif-download,gbif-download,2000,2026,20,1,Lassa fever,Lassa fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,30,30,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Bandicota_savilei/gbif-download/cleaned/Bandicota_savilei_cleaned.csv,,,not_run,,not_audited,,
Dasymys incomtus,Dasymys incomtus,host,yes,FALSE,Dasymys incomtus,occurrences_ready,158,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,34,32,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dasymys_incomtus/gbif-download/cleaned/Dasymys_incomtus_cleaned.csv,,,not_run,,not_audited,,
Dipodillus dasyurus,Dipodillus dasyurus,host,yes,FALSE,Dipodillus dasyurus,occurrences_ready,159,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,172,158,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dipodillus_dasyurus/gbif-download/cleaned/Dipodillus_dasyurus_cleaned.csv,,,not_run,,not_audited,,
Gerbilliscus brantsii,Gerbilliscus brantsii,host,yes,FALSE,Gerbilliscus brantsii,occurrences_ready,160,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,11,11,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Gerbilliscus_brantsii/gbif-download/cleaned/Gerbilliscus_brantsii_cleaned.csv,,,not_run,,not_audited,,
Gerbilliscus leucogaster,Gerbilliscus leucogaster,host,yes,FALSE,Gerbilliscus leucogaster,occurrences_ready,161,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,131,131,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Gerbilliscus_leucogaster/gbif-download/cleaned/Gerbilliscus_leucogaster_cleaned.csv,,,not_run,,not_audited,,
Gerbillus pyramidum,Gerbillus pyramidum,host,yes,FALSE,Gerbillus pyramidum,occurrences_ready,162,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,37,25,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Gerbillus_pyramidum/gbif-download/cleaned/Gerbillus_pyramidum_cleaned.csv,,,not_run,,not_audited,,
Millardia meltada,Millardia meltada,host,yes,FALSE,Millardia meltada,occurrences_ready,163,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,7,7,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Millardia_meltada/gbif-download/cleaned/Millardia_meltada_cleaned.csv,,,not_run,,not_audited,,
